,title,finishYn,Score,artist,latest_upload,page url,intro,genres,form,id,img_url
792,그날 죽은 나는,Y,"
9.97
",이언,2021.02.01,http://comic.naver.com/webtoon/list?titleId=731019,"기숙학교에서 펼쳐지는 미스터리 스릴러!전학생 양이영은 교실에서 옛 친구를 마주치게 되지만...눈에 띄게 변해버린 그 아이, 무슨 일이 있었던 걸까?",drama,scroll,731019,https://shared-comic.pstatic.net/thumb/webtoon/731019/thumbnail/thumbnail_IMAG10_7d99a1a1-28ee-466c-a51d-cd293118b47b.jpg
793,도자기,Y,"
9.77
",호연,2007.09.26,http://comic.naver.com/webtoon/list?titleId=22090,어렵다고 느끼는 우리의 문화재를 현대적인 감수성으로 술술 풀어낸 호연 작가님의 세계!오늘의 도자기는 무엇을 품고 있을지 함께 상상해보세요.,drama,scroll,22090,https://shared-comic.pstatic.net/thumb/webtoon/22090/thumbnail/thumbnail_title_22090_83x90.gif
794,어른스러운 철구,Y,"
9.93
",해다란,2014.07.31,http://comic.naver.com/webtoon/list?titleId=81483,어른스러운 초등학생 철구의 비밀?공상만화지만 비과학적인‘어른스러운 철구’에서 함께 알아보아요,drama,scroll,81483,https://shared-comic.pstatic.net/thumb/webtoon/81483/thumbnail/title_thumbnail_20131108101011_t83x90.jpg
795,한국만화거장전 : 만화보물섬,Y,"
9.88
",한국만화가협회,2016.11.28,http://comic.naver.com/webtoon/list?titleId=680193,"만화잡지 , 기억나나요? 한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.",drama,scroll,680193,https://shared-comic.pstatic.net/thumb/webtoon/680193/thumbnail/title_thumbnail_20160613232638_t83x90.jpg
796,가령의 정체불명 이야기,Y,"
9.95
",가령,2020.02.03,http://comic.naver.com/webtoon/list?titleId=732071,어느 날... 인어가 내게 말을 걸어왔다. 눈을 떠보니 총구가 있었다. 그리고 몸이 연기처럼 사라지기 시작했다. 판타지보다 비현실적인 우리의 회색빛 이야기.,drama,scroll,732071,https://shared-comic.pstatic.net/thumb/webtoon/732071/thumbnail/thumbnail_IMAG10_0c96b047-dba2-40c8-8558-8622a8d53d9b.jpg
797,2014 루키 단편선-지옥캠프,Y,"
9.90
",웹툰작가,2014.11.05,http://comic.naver.com/webtoon/list?titleId=635187,"전설적인 작가 이현세, 이두호가 직접 프로듀싱한신인 작가 단편선 네번째 시즌!",drama,scroll,635187,https://shared-comic.pstatic.net/thumb/webtoon/635187/thumbnail/title_thumbnail_20140904110712_t83x90.jpg
798,고삼이 집나갔다,Y,"
9.74
",미티,2013.01.26,http://comic.naver.com/webtoon/list?titleId=400737,"'집은 나갔지만 막나가진 않았습니다'대책없이 커져만가는 거짓말과 오해, 숨막히는 추격전수능을 앞둔 고3 수험생들의 REAL 가출기!",drama,scroll,400737,https://shared-comic.pstatic.net/thumb/webtoon/400737/thumbnail/title_thumbnail_20111101115225_t83x90.jpg
799,인싸라이프,Y,"
9.09
",힐링달,2020.11.28,http://comic.naver.com/webtoon/list?titleId=732224,내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어!원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다,drama,scroll,732224,https://shared-comic.pstatic.net/thumb/webtoon/732224/thumbnail/thumbnail_IMAG10_798f77b5-4014-428b-be49-5db1894dc0ee.jpg
800,언럭키 맨션,Y,"
9.98
",약국,2020.05.28,http://comic.naver.com/webtoon/list?titleId=746741,언럭키한 럭키 맨션의 유쾌한 동거 라이프,drama,scroll,746741,https://shared-comic.pstatic.net/thumb/webtoon/746741/thumbnail/thumbnail_IMAG10_8d67acec-7c1f-430d-b451-fa571e82d1ff.jpg
801,얼룩말,Y,"
9.96
",자유,2012.03.01,http://comic.naver.com/webtoon/list?titleId=374970,백수 한세태와 룸메이트 김우민의 성장 만화,drama,scroll,374970,https://shared-comic.pstatic.net/thumb/webtoon/374970/thumbnail/title_thumbnail_20110906174605_t83x90.jpg
802,웨스트우드 비브라토,Y,"
9.92
",윤인완 / 김선희,2012.12.03,http://comic.naver.com/webtoon/list?titleId=301382,"어떤 악기든, 원하는 선율을 찾아주는 남아프리카의 천재 악기 수리공 코넬리아 보보 워셔.'아일랜드','신암행어사' 윤인완 작가와 '바둑 삼국지' 김선희 작가가 선보이는 음악과 드라마.",drama,scroll,301382,https://shared-comic.pstatic.net/thumb/webtoon/301382/thumbnail/title_thumbnail_20110217182307_t83x90.jpg
803,ㄹㅇ 관종,Y,"
9.56
",9P,2018.08.31,http://comic.naver.com/webtoon/list?titleId=710764,"중2, 병약미소년, BJ... 각종 컨셉이 판치는 이곳에서 최강은 누구?",drama,scroll,710764,https://shared-comic.pstatic.net/thumb/webtoon/710764/thumbnail/thumbnail_IMAG10_32c79e47-33ed-4542-b79b-01fb3335c79b.jpg
804,거상 김만덕,Y,"
9.89
",신지상 / 오은지,2010.12.14,http://comic.naver.com/webtoon/list?titleId=147175,가난하고 불우한 기녀에서 조선 최고의 거상이 되기까지. 순정 만화로 보는 여인 김만덕의 파란만장 삶의 일대기.,drama,scroll,147175,https://shared-comic.pstatic.net/thumb/webtoon/147175/thumbnail/title_thumbnail_20100322122118_t83x90.jpg
805,오일머니,Y,"
9.95
",정하용 / 펜촉,2021.04.21,http://comic.naver.com/webtoon/list?titleId=726091,"대한민국의 혈관, 송유관에서 기름을 훔친다! 도유꾼들의 석유쟁탈 범죄액션!",drama,scroll,726091,https://shared-comic.pstatic.net/thumb/webtoon/726091/thumbnail/thumbnail_IMAG10_56a5bcbd-eb11-481d-b0f0-a7a421e430ea.jpg
806,플라워(FLOWAR),Y,"
9.93
",홍작가,2020.06.08,http://comic.naver.com/webtoon/list?titleId=746748,인류가 정착하기 좋은 환경을 갖고 있다고 알려진 행성 ‘프록시마G’.,drama,scroll,746748,https://shared-comic.pstatic.net/thumb/webtoon/746748/thumbnail/thumbnail_IMAG10_1fd971a1-6f5c-4129-aded-d120335d071f.jpg
807,날 가져요,Y,"
9.94
",로즈빈 / 원펀치...,2020.12.30,http://comic.naver.com/webtoon/list?titleId=721459,썸타는 영혼과의 살 떨리는 동거♥어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주하는데...,drama,scroll,721459,https://shared-comic.pstatic.net/thumb/webtoon/721459/thumbnail/thumbnail_IMAG10_4912f430-a8b6-4685-9f0f-1586d392b469.jpg
808,2011 루키 단편선-지옥캠프,Y,"
9.81
",웹툰작가,2011.12.18,http://comic.naver.com/webtoon/list?titleId=395444,"전설적인 작가 이현세, 이두호가 직접 프로듀싱한 10명의 신인작가 단편선",drama,scroll,395444,https://shared-comic.pstatic.net/thumb/webtoon/395444/thumbnail/title_thumbnail_20111014161835_t83x90.jpg
809,여름은 뜨겁다,Y,"
9.45
",JQ / ZK,2021.04.24,http://comic.naver.com/webtoon/list?titleId=747370,"'어둠을 삼키는 흑룡’ 이라 불리는 동대정고 최강자 ‘신서용’.그의 앞에 둘도 없는 친구 ‘피를 뿌리는 적룡, 한대용＇의 여동생 ‘한여름’이 나타난다. 예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물",drama,scroll,747370,https://shared-comic.pstatic.net/thumb/webtoon/747370/thumbnail/thumbnail_IMAG10_218a7243-7e2e-43a1-ba88-27358fac6adb.jpg
810,샌프란시스코 화랑관,Y,"
9.98
",돌배,2016.03.09,http://comic.naver.com/webtoon/list?titleId=597449,미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,drama,scroll,597449,https://shared-comic.pstatic.net/thumb/webtoon/597449/thumbnail/title_thumbnail_20131029164457_t83x90.jpg
811,언원티드,Y,"
9.83
",둠스,2019.07.20,http://comic.naver.com/webtoon/list?titleId=698469,전 세계 재벌 1위 강동구찐따였던 고등학생 때로 돌아가다,drama,scroll,698469,https://shared-comic.pstatic.net/thumb/webtoon/698469/thumbnail/thumbnail_IMAG10_890975d8-f226-4e26-87b2-a002af9c9ebf.jpg
812,유토피아,Y,"
9.95
",늑대삼,2012.03.21,http://comic.naver.com/webtoon/list?titleId=206149,평범하지 않은 두 사람의 평범한 사랑 이야기. 외로운 두 사람의 전혀 외롭지 않은 사랑 이야기.,drama,scroll,206149,https://shared-comic.pstatic.net/thumb/webtoon/206149/thumbnail/title_thumbnail_20100809145112_t83x90.jpg
813,머리카락을 뽑으면,Y,"
9.93
",이다몽,2020.07.31,http://comic.naver.com/webtoon/list?titleId=729038,기억을 잃어버리는 여중생의 잃어버린 기억 찾기,drama,scroll,729038,https://shared-comic.pstatic.net/thumb/webtoon/729038/thumbnail/thumbnail_IMAG10_4b378a3d-9a4b-4088-8e95-8b1e91817864.jpg
814,하루달콤 하루쌉싸름,Y,"
9.90
",은유,2021.03.22,http://comic.naver.com/webtoon/list?titleId=768099,"잊지 못할 추억의 음식, 그 안에 담긴 소중한 이야기.",drama,scroll,768099,https://shared-comic.pstatic.net/thumb/webtoon/768099/thumbnail/thumbnail_IMAG10_d50614fc-efd7-4480-b934-0e38c0c09e09.jpg
815,일등당첨,Y,"
9.29
",미티,2015.09.06,http://comic.naver.com/webtoon/list?titleId=619935,당신이 꿈꿔온 인생역전 드라마!당첨되면 뭐할래요?,drama,scroll,619935,https://shared-comic.pstatic.net/thumb/webtoon/619935/thumbnail/title_thumbnail_20140409175252_t83x90.jpg
816,연애학,Y,"
9.77
",맹물,2018.07.26,http://comic.naver.com/webtoon/list?titleId=696602,연애가 가장 쉬웠어요(?)어느 모쏠남의 솔로탈출기,drama,scroll,696602,https://shared-comic.pstatic.net/thumb/webtoon/696602/thumbnail/thumbnail_IMAG10_38a8b067-ae10-46c9-b5e3-233c0cef7a4d.jpg
817,사랑의 아쿠아리움,Y,"
9.95
",TGM / 린다,2013.09.22,http://comic.naver.com/webtoon/list?titleId=297796,"우연한 기회에 수상한 아쿠아리움을 발견한 주인공 김죄형과, 엉뚱하지만 사랑스럽고, 진지하지만 예측불허인 수족관 사람들의 이야기.",drama,scroll,297796,https://shared-comic.pstatic.net/thumb/webtoon/297796/thumbnail/title_thumbnail_20111010004118_t83x90.jpg
818,텃밭부 사건일지,Y,"
9.98
",오이츄,2020.08.25,http://comic.naver.com/webtoon/list?titleId=732259,우리는 매일 텃밭에서 잡초와 사건을 캐지요!,drama,scroll,732259,https://shared-comic.pstatic.net/thumb/webtoon/732259/thumbnail/thumbnail_IMAG10_aad27957-f05c-48d4-84ca-d40b1d543c00.jpg
819,비스타,Y,"
7.08
",유마,2021.01.12,http://comic.naver.com/webtoon/list?titleId=743026,"가수가 되려고 했지만 꿈을 잃고 방황하다어렸을 때 만났던 그 아이를 만나고 다시 찾은 기회,하지만 과거의 업보가 발목을 잡고마는데...",drama,scroll,743026,https://shared-comic.pstatic.net/thumb/webtoon/743026/thumbnail/thumbnail_IMAG10_71d21ddb-9554-459d-9081-ac4da0ad6d4e.jpg
820,콘스탄쯔 이야기,Y,"
9.93
",김민정,2012.02.13,http://comic.naver.com/webtoon/list?titleId=140444,"바로 지금, 여기 이 곳에서 벌어지는, 새로운 삶을 향한 몸부림 긴 터널의 끝에서 그녀를 기다리고 있는 것은 무엇일까.생존을 위한 그녀의 몸부림을 담은 팩션 다큐멘터리.",drama,scroll,140444,https://shared-comic.pstatic.net/thumb/webtoon/140444/thumbnail/title_thumbnail_20100225153651_t83x90.jpg
821,계룡선녀전,Y,"
9.98
",돌배,2018.03.14,http://comic.naver.com/webtoon/list?titleId=693431,"고려, 조선시대를 거쳐 바리스타가 된 계룡산 선녀님(女, 699세)환생한 서방님과 날개옷을 찾을 수 있을까",drama,scroll,693431,https://shared-comic.pstatic.net/thumb/webtoon/693431/thumbnail/thumbnail_IMAG10_6fd984c4-c6d7-4fa6-b19b-010b2ff5b143.jpg
822,제로,Y,"
9.77
",정재한 / 이나루,2008.05.30,http://comic.naver.com/webtoon/list?titleId=25714,"늘 행복한 길만 걸어가라고 지어 준 이름 제로(禔路) 세상에 남은 그의 유일한 행복, 서연.그는 잃어버린 그녀의 혼을 찾아 떠난다..",drama,scroll,25714,https://shared-comic.pstatic.net/thumb/webtoon/25714/thumbnail/thumbnail_title_25714_83x90.gif
823,늘 푸른 찻집,Y,"
9.96
",고병준 / 제뉴,2015.12.14,http://comic.naver.com/webtoon/list?titleId=608263,천방지축 아이들의 달콤 쌉싸르한 성장이야기,drama,scroll,608263,https://shared-comic.pstatic.net/thumb/webtoon/608263/thumbnail/title_thumbnail_20140114000619_t83x90.jpg
824,모태솔로수용소,Y,"
9.92
",석재윤,2015.08.16,http://comic.naver.com/webtoon/list?titleId=622648,모태솔로가 중범죄자 취급받는 미래의 한국엉겁결에 잡혀들어온 독고남과 수감자들의 우여곡절 코믹 탈주기,drama,scroll,622648,https://shared-comic.pstatic.net/thumb/webtoon/622648/thumbnail/title_thumbnail_20140511233526_t83x90.JPG
825,미결,Y,"
9.87
",꼬마비,2015.01.04,http://comic.naver.com/webtoon/list?titleId=607486,"꼬마비 작가의 죽음 3부작 마지막 3부.등장인물 및 배경, 단체명이 실제와 아무런 관계가 없는만화가 '1208'의 이야기.",drama,scroll,607486,https://shared-comic.pstatic.net/thumb/webtoon/607486/thumbnail/title_thumbnail_20140824234111_t83x90.jpg
826,성공한 덕후,Y,"
9.89
",옛사람,2019.10.22,http://comic.naver.com/webtoon/list?titleId=703628,나는 그냥 오빠를 한번이라도 실제로 보고 싶었을 뿐인데!! 어느날 아침 성덕이 된 이야기,drama,scroll,703628,https://shared-comic.pstatic.net/thumb/webtoon/703628/thumbnail/thumbnail_IMAG10_eed4a3ca-783c-4bac-baaf-08ac5c3fab74.jpg
827,11me,Y,"
9.88
",고지애 / 영재영,2020.09.11,http://comic.naver.com/webtoon/list?titleId=740482,"또 다른 내가 11명, 신의 선물일까 혹은 장난일까?",drama,scroll,740482,https://shared-comic.pstatic.net/thumb/webtoon/740482/thumbnail/thumbnail_IMAG10_e4c6fa39-af1d-4843-8f3e-fc635032bcf1.jpg
828,블랙수트,Y,"
9.67
",박세준 / 차용운,2017.04.11,http://comic.naver.com/webtoon/list?titleId=679545,발을 들이지 말아야 할 곳에서만나야 할 한 사람을 만나다.,drama,scroll,679545,https://shared-comic.pstatic.net/thumb/webtoon/679545/thumbnail/title_thumbnail_20160704113752_t83x90.jpg
829,미선 임파서블,Y,"
9.92
",이수민,2015.01.25,http://comic.naver.com/webtoon/list?titleId=557674,최고의 비밀요원 임미선!그녀에게 주어진 황당한 임무. '평범한 교사'가 될 것!이제 그녀만의 학생지도가 시작된다.,drama,scroll,557674,https://shared-comic.pstatic.net/thumb/webtoon/557674/thumbnail/title_thumbnail_20130510212941_t83x90.jpg
830,그런지,Y,"
9.89
",김이랑,2012.04.04,http://comic.naver.com/webtoon/list?titleId=258207,"융자빚을 떠안고 사회로 방출된 이랑, 잘 나가는 형을 부러워 하는 해인, 외모 컴플렉스를 가진 인우, 꿈 밖에 모르는 아저씨... 3% 모자란 그들의 성장 이야기.",drama,scroll,258207,https://shared-comic.pstatic.net/thumb/webtoon/258207/thumbnail/title_thumbnail_20101115195425_t83x90.jpg
831,냄새를 보는 소녀,Y,"
9.97
",만취,2020.05.28,http://comic.naver.com/webtoon/list?titleId=746740,냄새를 눈으로 보신 적 있으신가요?,drama,scroll,746740,https://shared-comic.pstatic.net/thumb/webtoon/746740/thumbnail/thumbnail_IMAG10_b04b64b1-f223-4b9d-bfcf-5c3e0f7a65f8.jpg
832,지랄발광,Y,"
9.46
",김인호,2021.01.25,http://comic.naver.com/webtoon/list?titleId=764796,청춘이 질주한다. 그곳에 꿈이 있으니까! 화려한 농구와 청춘의 프리스타일,drama,scroll,764796,https://shared-comic.pstatic.net/thumb/webtoon/764796/thumbnail/thumbnail_IMAG10_3fb5b852-693a-4ea1-8e94-a91fe0db548e.jpg
833,봉봉오쇼콜라,Y,"
9.89
",오성대,2012.08.21,http://comic.naver.com/webtoon/list?titleId=316913,"엉뚱하지만 귀여운 바보 '아린'과 갓 독립한 재수생 '승유'가 만들어가는황당유쾌, 달콤한 이야기.",drama,scroll,316913,https://shared-comic.pstatic.net/thumb/webtoon/316913/thumbnail/title_thumbnail_20111020103056_t83x90.jpg
834,국립자유경제 고등학교 세실고,Y,"
9.95
",양혜석 / 타파리,2014.02.16,http://comic.naver.com/webtoon/list?titleId=546624,입학과 동시에 모든 학생에게 천만원의 ‘입학금’이 지급되는 파격적인 조건. 그러나 잔고가 미달이면 퇴학을?! ‘먹고 살기 위한’ 고등학생들의 악전고투기!!,drama,scroll,546624,https://shared-comic.pstatic.net/thumb/webtoon/546624/thumbnail/title_thumbnail_20130307140609_t83x90.jpg
835,에리타,Y,"
9.95
",d몬,2020.11.28,http://comic.naver.com/webtoon/list?titleId=750523,"d몬작가 '사람 3부작' 그 두 번째 이야기.마지막 남은 인류의 존재 그리고, 에리타.",drama,scroll,750523,https://shared-comic.pstatic.net/thumb/webtoon/750523/thumbnail/thumbnail_IMAG10_1371f292-7a37-4f5a-8a78-fc2d82f20c5f.jpg
836,색으로 말하다,Y,"
9.90
",요한 / 김혜진,2010.03.13,http://comic.naver.com/webtoon/list?titleId=112933,"나주시 천연염색문화관을 중심으로노란 치자빛으로 행복을, 붉은 홍화빛으로 열정을, 파란 쪽빛으로 조화를 이야기하다",drama,scroll,112933,https://shared-comic.pstatic.net/thumb/webtoon/112933/thumbnail/title_thumbnail_20100104170522_t83x90.jpg
837,식스틴,Y,"
9.96
",김인태,2019.09.05,http://comic.naver.com/webtoon/list?titleId=703854,"29살 싱글맘 직장인 서인주, 어느 날 나타난 수상한 동창으로 그녀의 일상이 흔들린다.",drama,scroll,703854,https://shared-comic.pstatic.net/thumb/webtoon/703854/thumbnail/thumbnail_IMAG10_8a8a49a6-d16f-4cd5-8386-15cf735f15a1.jpg
838,피플,Y,"
9.82
",서승준 / 손창균,2021.05.23,http://comic.naver.com/webtoon/list?titleId=706590,평범한 삶을 원하는 선장과 선원들.바다 한 가운데서 펼쳐지는 그들의 긴박한 이야기.,drama,scroll,706590,https://shared-comic.pstatic.net/thumb/webtoon/706590/thumbnail/thumbnail_IMAG10_a5797ba5-ae4b-417f-ad02-6457cd9866ec.jpg
839,단편 할머니/나는내일죽는다,Y,"
9.89
",태발,2011.09.25,http://comic.naver.com/webtoon/list?titleId=358286,단편 '할머니' / '나는 내일 죽는다' 태발 작가의 강렬한 단편 두 편.,drama,scroll,358286,https://shared-comic.pstatic.net/thumb/webtoon/358286/thumbnail/title_thumbnail_20110904004712_t83x90.jpg
840,펫다이어리2.런,Y,"
9.95
",요한 / 김혜진,2010.02.28,http://comic.naver.com/webtoon/list?titleId=25898,도그 스포츠를 통해 성장하는 아이들의 이야기. 지금은 비록 모자란 부분이 있어도 할 수 있는 것부터 하나씩! 그런 시작을 알리는 한마디 “런!”,drama,scroll,25898,https://shared-comic.pstatic.net/thumb/webtoon/25898/thumbnail/thumbnail_title_25898_83x90.gif
841,국립자유경제고등학교 세실고 2학기,Y,"
9.97
",양혜석 / 이현지,2016.04.10,http://comic.naver.com/webtoon/list?titleId=621494,"'L반'이 돌아왔다…!! 국립자유경제고등학교 세실고, 새롭게 시작되는 2학기!",drama,scroll,621494,https://shared-comic.pstatic.net/thumb/webtoon/621494/thumbnail/title_thumbnail_20140418115703_t83x90.jpg
842,여중생A-우리들의 축제,Y,"
9.98
",허5파6,2018.06.11,http://comic.naver.com/webtoon/list?titleId=712003,"글쓰기, 게임 대신 무려 춤추기에 도전하는 미래?! 우리들을 웃고 울렸던 웹툰 의 특별외전.",drama,scroll,712003,https://shared-comic.pstatic.net/thumb/webtoon/712003/thumbnail/thumbnail_IMAG10_dba9b60b-d3fe-4c65-b241-2f4963db1e7a.jpg
843,메이크 업 드림 - Make Up Dream,Y,"
7.13
",김계란 X 네이버...,2019.10.06,http://comic.naver.com/webtoon/list?titleId=733488,내 안의 또 다른 내가 궁금하세요? 지금 드립니다. 메이크 업 Dream!네이버웹툰과 김계란 작가의특집 5부작 에피소드별 실전 메이크업 가이드를 만나보세요.,drama,scroll,733488,https://shared-comic.pstatic.net/thumb/webtoon/733488/thumbnail/thumbnail_IMAG10_e2302035-719f-44be-ba28-f83b829b0d2a.jpg
844,얌전한 사이,Y,"
9.02
",JQ / 이진영,2021.03.04,http://comic.naver.com/webtoon/list?titleId=745653,바라보기만 했던 그 사람이 아내를 잃었다. 미쳤어! 난 결혼했잖아…,drama,scroll,745653,https://shared-comic.pstatic.net/thumb/webtoon/745653/thumbnail/thumbnail_IMAG10_c474b09f-3ad0-4aee-941e-ca77bdd2a189.jpg
845,아이고 아이고,Y,"
9.93
",하모,2021.01.11,http://comic.naver.com/webtoon/list?titleId=739114,자유분방한 삶을 살던 가수 지망생.불의의 사고를 겪고 장례지도사가 되기를 결심한다.,drama,scroll,739114,https://shared-comic.pstatic.net/thumb/webtoon/739114/thumbnail/thumbnail_IMAG10_4d936327-6b73-4887-a2f7-0717e17c80fd.jpg
846,결백한 사람은 없다,Y,"
9.84
",서각,2020.11.01,http://comic.naver.com/webtoon/list?titleId=744375,15년 전 실종된 아이가 돌아왔다.초능력을 가진 순경의 아동실종 심리 수사극,drama,scroll,744375,https://shared-comic.pstatic.net/thumb/webtoon/744375/thumbnail/thumbnail_IMAG10_dfb445f1-ac91-4dc7-934a-594188fffd83.jpg
847,천사가 아니야,Y,"
9.96
",박유나 / 표류,2020.09.11,http://comic.naver.com/webtoon/list?titleId=729084,열혈 신부와 비밀스러운 양호 교사의 피 튀기는 갱생 로맨스,drama,scroll,729084,https://shared-comic.pstatic.net/thumb/webtoon/729084/thumbnail/thumbnail_IMAG10_be9442dd-a917-45c4-9b80-85d147287159.jpg
848,우리는 여기!,Y,"
9.97
",달꼬냑,2021.01.03,http://comic.naver.com/webtoon/list?titleId=761252,"새학기가 시작된지 일주일이 지났다.하나 둘 씩 모이더니 어느세 다들 친구를 가진 것 같다. 나만 빼고...너.나.""우리""의 학원 성장 드라마",drama,scroll,761252,https://shared-comic.pstatic.net/thumb/webtoon/761252/thumbnail/thumbnail_IMAG10_45373187-d879-464e-b403-bd834dd54b5f.jpg
849,오라존미,Y,"
9.98
",허5파6,2020.07.07,http://comic.naver.com/webtoon/list?titleId=722386,만화를 그리는 작가와 만화를 말하는 작가.,drama,scroll,722386,https://shared-comic.pstatic.net/thumb/webtoon/722386/thumbnail/thumbnail_IMAG10_713aaa93-8e3c-473d-8156-fac48c19ff3b.jpg
850,교환일기,Y,"
9.94
",한끼룩,2020.10.18,http://comic.naver.com/webtoon/list?titleId=727826,"인싸로 살아가던 여대생 한나무, 생일파티에 가던 길에 교통사고를 당하고...왕따 여중생이 되어 깨어나다.",drama,scroll,727826,https://shared-comic.pstatic.net/thumb/webtoon/727826/thumbnail/thumbnail_IMAG10_aea0b8ed-0675-437a-8bf6-04001ad77f99.jpg
851,스윗솔티,Y,"
9.97
",달삐,2021.04.22,http://comic.naver.com/webtoon/list?titleId=743423,이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.,drama,scroll,743423,https://shared-comic.pstatic.net/thumb/webtoon/743423/thumbnail/thumbnail_IMAG10_f01ffda1-e48c-48c7-a505-a01c0423f7d7.jpg
852,패밀리맨,Y,"
9.87
",정필원,2010.07.22,http://comic.naver.com/webtoon/list?titleId=76759,피치못할 사정으로 가족 앞에 자신의 모습을드러낼 수 없게 된 아버지의 가슴 뭉클한 이야기.,drama,scroll,76759,https://shared-comic.pstatic.net/thumb/webtoon/76759/thumbnail/title_thumbnail_20090731161951_t83x90.jpg
853,밀웜,Y,"
9.86
",쿼시,2020.07.14,http://comic.naver.com/webtoon/list?titleId=734041,"먹이사슬 맨 밑바닥의 소년,먹이를 주다.",drama,scroll,734041,https://shared-comic.pstatic.net/thumb/webtoon/734041/thumbnail/thumbnail_IMAG10_809c7fb3-f363-43bf-b31e-56e82464c29f.jpg
854,월남특급,Y,"
9.87
",혜원,2013.12.01,http://comic.naver.com/webtoon/list?titleId=423377,유쾌상쾌통쾌! 지긋지긋한 현실을 벗어나 베트남으로!돈가방을 들고 튄 두 여자와 악의 무리들의 로얄 어드벤처 베트남 여행기.,drama,scroll,423377,https://shared-comic.pstatic.net/thumb/webtoon/423377/thumbnail/title_thumbnail_20120203112710_t83x90.jpg
855,모태솔로수용소 시즌2~3,Y,"
9.93
",석재윤,2018.09.03,http://comic.naver.com/webtoon/list?titleId=666670,"연애를 하지 못하면 범죄자가 되는 세상,모태솔로들의 탈옥이 시작된다!",drama,scroll,666670,https://shared-comic.pstatic.net/thumb/webtoon/666670/thumbnail/title_thumbnail_20151109202307_t83x90.jpg
856,다욤이의 다이어트 다이어리,Y,"
9.26
","아키, 심윤수 /...",2011.10.10,http://comic.naver.com/webtoon/list?titleId=317362,다시! 다시! 내일 또 다시! 언제까지 ‘다시어트’를 할겁니까? 무거운 이야기를 가볍게 이야기하는 당신을 위한 만화,drama,scroll,317362,https://shared-comic.pstatic.net/thumb/webtoon/317362/thumbnail/title_thumbnail_20110401161237_t83x90.jpg
857,여기 악마가 있어,Y,"
9.89
",맷집왕,2021.04.04,http://comic.naver.com/webtoon/list?titleId=734399,"게임회사의 인사팀에서 일하게 된 1년 차 직장인 조승훈.인간의 모습을 한 악마 상사와 함께 회사를 급성장시키게 되는데…성장의 이면에 있는 악마의 진짜 목표는 무엇이며, 이를 깨달은 인간은 과연 어떤 선택을 하게 될 것인가.",drama,scroll,734399,https://shared-comic.pstatic.net/thumb/webtoon/734399/thumbnail/thumbnail_IMAG10_1672f606-a7c5-47b4-b8f2-3b5bfa5e1943.jpg
858,9등급 뒤집기,Y,"
9.27
",아백,2021.01.14,http://comic.naver.com/webtoon/list?titleId=737831,한번호로 찍어도 받기힘들다는 9등급을 받는 이인범공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 1등급을 노리게 되고이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데...,drama,scroll,737831,https://shared-comic.pstatic.net/thumb/webtoon/737831/thumbnail/thumbnail_IMAG10_fb2e2899-8de5-4aec-bd90-94e786635592.jpg
859,빵점동맹,Y,"
9.55
",마사토끼 / jo...,2014.02.19,http://comic.naver.com/webtoon/list?titleId=495498,수능이라는 한 판 승부. 그 끝에서 우리를 기다리는것은 무엇일까?그 답을 알기위한 우리들의 동맹.,drama,scroll,495498,https://shared-comic.pstatic.net/thumb/webtoon/495498/thumbnail/title_thumbnail_20120816152437_t83x90.jpg
860,아이덴티티,Y,"
9.98
",시니 / 수훈,2016.01.13,http://comic.naver.com/webtoon/list?titleId=642599,"잠에 들면 다른 사람이 되는 남자 헨리 모리스, 그리고 그 병을 치료하는 Dr.와이번.[죽음에 관하여] 스토리 시니 작가의 신작.",drama,scroll,642599,https://shared-comic.pstatic.net/thumb/webtoon/642599/thumbnail/title_thumbnail_20141225115543_t83x90.jpg
861,동네변호사 조들호 시즌1,Y,"
9.94
",해츨링,2016.03.02,http://comic.naver.com/webtoon/list?titleId=546625,본격 생활법정만화 동네변호사 조들호,drama,scroll,546625,https://shared-comic.pstatic.net/thumb/webtoon/546625/thumbnail/title_thumbnail_20130306103553_t83x90.jpg
862,우리 헤어졌어요,Y,"
9.89
",류채린,2015.08.16,http://comic.naver.com/webtoon/list?titleId=635989,모든 것은 헤어지면서 시작됐다?헤어진 남녀의 묘한 동거,drama,scroll,635989,https://shared-comic.pstatic.net/thumb/webtoon/635989/thumbnail/title_thumbnail_20140915111913_t83x90.jpg
