,title,finishYn,Score,artist,latest_upload,page url,intro,genres,form,id,img_url
222,던전 씹어먹는 아티팩트,N,"
9.88
","제로워터, 엄키 ...",2021.09.22,http://comic.naver.com/webtoon/list?titleId=758439,"“내가 이 아티팩트를 만진 순간 너희도 끝장난 거야!” 억울하게 죽은 던전 탐험가, 재앙급 아티팩트와 함께 사이다 복수극 시작! 죽음의 문턱을 넘어 두 번째 기회를 거머쥔 스테치 아텔리어. 그가 ‘메멘토 모템’의 공생자로 기나긴 복수의 여정을 시작한다.",fantasy,scroll,758439,https://shared-comic.pstatic.net/thumb/webtoon/758439/thumbnail/thumbnail_IMAG10_08abada1-ebb5-41cc-a28e-e3a71a422202.jpg
223,나이트런,N,"
9.92
",김성민,2021.09.17,http://comic.naver.com/webtoon/list?titleId=64997,우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.,fantasy,scroll,64997,https://shared-comic.pstatic.net/thumb/webtoon/64997/thumbnail/title_thumbnail_20110515001535_t83x90.jpg
224,트롤트랩,N,"
9.94
",유비,2021.09.22,http://comic.naver.com/webtoon/list?titleId=701700,"트롤을 잡아, 인류를 지켜라!정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션",fantasy,scroll,701700,https://shared-comic.pstatic.net/thumb/webtoon/701700/thumbnail/thumbnail_IMAG10_91d1c77b-9ad9-43ce-8299-ed986700c65a.jpg
225,나 혼자 네크로맨서,N,"
9.50
","지점장, 김경열 ...",2021.09.22,http://comic.naver.com/webtoon/list?titleId=780170,"곧 세상이 멸망한다.전설 속에나 나올 법한 몬스터들이 각지에 출현한다.그리고 사람들을 잡아먹고, 길거리를 점령하며, 빌딩과 지하철에 던전을 만들기 시작한다.멸망한 세계에서 살아남기 위해 단 한 가지 직업을 고를 수 있다.당신은 무슨 직업을 고르겠는가?""네크로맨서""나에게는 멸망이 무대이고, 죽음이 자산이 된다.",fantasy,scroll,780170,https://shared-comic.pstatic.net/thumb/webtoon/780170/thumbnail/thumbnail_IMAG10_515ac2c3-ba65-43bf-9680-3e9cf6d81cbc.jpg
226,마왕까지 한 걸음,N,"
9.97
",윤홍,2021.09.22,http://comic.naver.com/webtoon/list?titleId=776668,"""이건 그냥… 마을 사람 A랑 다를게 없잖아…, 나보다 강한 존재는 이 세계에 있을 수 없어!""세계관 최강자 자리를 위해 지상최강 마왕을 찾아 뭍으로 나온 바다의 왕 유리아.그런데… 거울을 보니 웬 어린아이가…?다리를 얻음과 동시에 그녀의 모든 힘이 사라져 버렸다...그럼에도 여전히 세계최강 자리를 노리고 있는 그녀의 눈물겨운 여정이 시작된다!!",fantasy,scroll,776668,https://shared-comic.pstatic.net/thumb/webtoon/776668/thumbnail/thumbnail_IMAG10_25ae10ba-278d-4502-8b6d-e764f683d8e2.jpg
227,히어로메이커,N,"
9.96
",빤쓰,2021.09.19,http://comic.naver.com/webtoon/list?titleId=21815,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~,fantasy,scroll,21815,https://shared-comic.pstatic.net/thumb/webtoon/21815/thumbnail/thumbnail_title_21815_83x90.gif
228,쿠베라,N,"
9.96
",카레곰,2021.09.22,http://comic.naver.com/webtoon/list?titleId=131385,신의 이름을 가진 소녀와 마법사들이 펼쳐나가는소속불명 장르 혼합 판타지,fantasy,scroll,131385,https://shared-comic.pstatic.net/thumb/webtoon/131385/thumbnail/thumbnail_IMAG10_c5053bcc-3b95-473d-bfe1-e4256bf56b58.jpg
229,꽃만 키우는데 너무강함,N,"
9.97
",쿰타타 / 주현후,2021.09.22,http://comic.naver.com/webtoon/list?titleId=741825,"황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데,게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다",fantasy,scroll,741825,https://shared-comic.pstatic.net/thumb/webtoon/741825/thumbnail/thumbnail_IMAG10_2cb48835-dbbb-429c-b391-91a57775717e.jpg
230,살아남은 로맨스,N,"
9.98
",이연,2021.09.18,http://comic.naver.com/webtoon/list?titleId=764129,"로맨스 소설에 빙의해 행복한 삶을 살던 채린.그녀의 눈에 남자주인공인 '제하' 외에는 모두 검은색 그림자로밖에 보이지 않는다.그리고 갑자기 바뀐 소설의 장르. 살아남으려면 엑스트라들과 손을 잡아야 한다!! 이연 작가의 차기작, 세상에 이런 장르는 없었다!",fantasy,scroll,764129,https://shared-comic.pstatic.net/thumb/webtoon/764129/thumbnail/thumbnail_IMAG10_a6037df8-d210-452e-a2db-edbbe1f9ac53.jpg
231,마법스크롤 상인 지오,N,"
9.96
",엄재경 / 호패,2021.09.18,http://comic.naver.com/webtoon/list?titleId=655746,"마법사인 듯, 마법사 아닌마법사 같은 너! 오지오!",fantasy,scroll,655746,https://shared-comic.pstatic.net/thumb/webtoon/655746/thumbnail/thumbnail_IMAG10_261e36e7-8e8f-4640-bcf8-31232c5279b4.jpg
232,하우스키퍼,N,"
9.97
",채용택 / 유현,2021.09.20,http://comic.naver.com/webtoon/list?titleId=723046,'A.I가 인간에게 반역하는 것은 인간을 위해서이다.'A.I 혁명이 일어난 세계에서 사상 최악의 바이러스가 창궐하고 하스티의 주인 네빌은 좀비화가 된다.세계연합정부는 환자들의 치료를 포기하고 감염확산을 막기 위해 좀비 학살 정책을 벌인다.인간이 인간을 포기한 최악의 상황에서도 하스티는 주인인 네빌을 포기할 수 없었다.좀비가 된 주인을 지키기 위한 A.I들의 처절한 사투가 시작된다.,fantasy,scroll,723046,https://shared-comic.pstatic.net/thumb/webtoon/723046/thumbnail/thumbnail_IMAG10_bcbb3000-5fca-4d1d-b93a-087b03a2a13b.jpg
233,어글리후드,N,"
9.98
",미애,2021.09.17,http://comic.naver.com/webtoon/list?titleId=703630,"외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라",fantasy,scroll,703630,https://shared-comic.pstatic.net/thumb/webtoon/703630/thumbnail/thumbnail_IMAG10_2d640bb7-e140-4d3f-99c9-207d4442cf5c.jpg
234,판타지 여동생!,N,"
9.87
",유누,2021.09.21,http://comic.naver.com/webtoon/list?titleId=730425,게임 초보 여동생의 RPG 도전기.트롤 취급은 노노! 제가 사실 엄청난 히든 직업을 갖고 있거든요?,fantasy,scroll,730425,https://shared-comic.pstatic.net/thumb/webtoon/730425/thumbnail/thumbnail_IMAG10_1021f165-b14c-480b-bf82-3e9d622472ea.jpg
235,사상최강,N,"
9.85
",황규영 / 이단아,2021.09.21,http://comic.naver.com/webtoon/list?titleId=748536,‘천하 십대 고수’라고 불리는 자들. 인간의 한계를 뛰어넘은 그들은 서로를 견제하며 힘의 균형과 세상의 질서를 유지해왔다.바로 ‘백도현’ 그가 나타나기 전까지는! 내공만으로 사상최강의 힘을 가진 남자 백도현의 시원한 한 방!,fantasy,scroll,748536,https://shared-comic.pstatic.net/thumb/webtoon/748536/thumbnail/thumbnail_IMAG10_c24eae99-c803-499b-9360-a7fccd63a3c4.jpg
236,아이레,N,"
9.83
",설이 / Team...,2021.09.20,http://comic.naver.com/webtoon/list?titleId=754875,사라진 여왕의 힘을 찾기 위한 여정.그들의 위대한 모험이 시작된다.,fantasy,scroll,754875,https://shared-comic.pstatic.net/thumb/webtoon/754875/thumbnail/thumbnail_IMAG10_de87cbe7-e6f8-4207-9c9b-0b214e99d875.JPG
237,합격시켜주세용,N,"
9.98
",이온,2021.09.18,http://comic.naver.com/webtoon/list?titleId=728128,천년째 용이 되려는 수험생 바리와전설의 과외선생 찬영이의 낙동강 용 합격 수기,fantasy,scroll,728128,https://shared-comic.pstatic.net/thumb/webtoon/728128/thumbnail/thumbnail_IMAG10_6349dc0e-4eae-4d78-b5ee-a302dc717677.jpg
238,빌런투킬,N,"
9.85
",퓨핀 / 은지,2021.09.20,http://comic.naver.com/webtoon/list?titleId=765156,"동료를 살해했다는 억울한 누명을 쓰고 사망한 카시안. 모든 게 끝이라고 생각한 순간. 그의 영혼은 어느 소년의 몸에 빙의되어 빌런으로 각성한다.선망의 대상이자 대중의 지지를 받던 탑클래스 싸이커였던 그가 하루아침에 빌런이 되다니! 그는 자신의 운명을 받아들이기 힘들다.복수와 분노! 거듭되는 파괴적인 충동으로 이성까지 잠식당할 위기에 처하지만, 신비로운 존재 모로스의 도움과 초인적인 자제력으로 이를 극복해 낸다.“대재앙급이라고?! 어디.. 화끈하게 터트려 볼까!!”",fantasy,scroll,765156,https://shared-comic.pstatic.net/thumb/webtoon/765156/thumbnail/thumbnail_IMAG10_47b40549-fbad-4dd3-8f0a-f656256643e3.jpg
239,낙향문사전,N,"
9.91
","최현우,바킹독 /...",2021.09.16,http://comic.naver.com/webtoon/list?titleId=746534,"온갖 비리가 가득한 과거 시험에 낙방해 좌절한 주인공 손빈. 자신의 신세를 한탄하는 손빈 앞에 나타난 사자혁은 그에게 자신의 일대기를 기록할 것을 청한다. 이후 둘은 함께 천하를 주유하게 되는데, 과연 그의 붓이 써 내려가는 무림 일대기는 어떠한 기록을 남기게 되고, 무림 세계에 발을 들이게 된 손빈의 운명은 어찌 흘러갈는지……",fantasy,scroll,746534,https://shared-comic.pstatic.net/thumb/webtoon/746534/thumbnail/thumbnail_IMAG10_b768e954-c203-4768-b2ff-b877d8aa2157.jpg
240,괴물공작의 딸,N,"
8.91
",한바다 / 찬란,2021.09.21,http://comic.naver.com/webtoon/list?titleId=765158,"세상과 단절되어 살아가던 나는 '괴물공작' 이라 불리는 아빠에게 거둬졌다.어느 날, 아빠의 서재에서 이상한 책을 발견하는데…이거 내용이 왜 이래? 내가 병 때문에 죽는다고? 그러면서 양녀를 들이고 잘해줘?어차피 죽을 거라면 그전에는 뭘 해도 안 죽는다는 거잖아! 그렇다면, 정말 로티 맘대로 해버릴 거야!",fantasy,scroll,765158,https://shared-comic.pstatic.net/thumb/webtoon/765158/thumbnail/thumbnail_IMAG10_3376b6f5-3525-4bb0-ac80-8a3bf93c1b58.jpg
241,길티액스,N,"
9.78
",정샛별,2021.09.22,http://comic.naver.com/webtoon/list?titleId=777830,"“눈앞의 불의를 외면하는 순간, 반드시 불행한 사람이 생긴다.”정의로운 소년 단태는 친구를 구하다가 죽었다.그때 함께 나타난 “죄”라고 불리는 괴물.하지만 죽은 줄 알았던 단태에게 주어진 선택지.이대로 천국으로 갈 것인가,죄를 쳐죽이고 사람들을 구할 것인가?단태의 처절한 단죄 액션 판타지.",fantasy,scroll,777830,https://shared-comic.pstatic.net/thumb/webtoon/777830/thumbnail/thumbnail_IMAG10_e00766c5-fa84-4794-92a2-3b60172f3b46.jpg
242,지구식 구원자 전형,N,"
9.68
",외투 / 하정수,2021.09.17,http://comic.naver.com/webtoon/list?titleId=777829,지구의 폐쇄 안내와 게이트를 통해 등장하는 끔찍한 존재들.인간의 존엄이 짓밟히는 파멸 속에서 세상을 구하려는 '구원자' 박정우의 일대기가 시작된다.,fantasy,scroll,777829,https://shared-comic.pstatic.net/thumb/webtoon/777829/thumbnail/thumbnail_IMAG10_18e0d733-8fa8-476a-a483-88b28ffed83d.jpg
243,역대급 영지 설계사,N,"
9.87
","문백경, 이현민 ...",2021.09.16,http://comic.naver.com/webtoon/list?titleId=777767,"소설 속 귀족이 된 토목공학도 김수호. 그런데 뭐? 내 영지가 곧 망할 거라고? 그럼 살려야지. 설계하고, 건설하고, 분양해서. [전 대륙이 기다려온 특별한 기회! 퍼펙트한 교통, 최상의 학군, 쾌적한 숲세권, 원스톱 프리미엄 영지 라이프의 프론테라 남작령이 여러분을 기다립니다. 선착순 분양계약중!]",fantasy,scroll,777767,https://shared-comic.pstatic.net/thumb/webtoon/777767/thumbnail/thumbnail_IMAG10_04fe5276-ea72-459b-81bd-da73b012c24c.jpg
244,그 기사가 레이디로 사는 법,N,"
9.93
",성혜림 / Ink.,2021.09.16,http://comic.naver.com/webtoon/list?titleId=758675,"가장 가까운 친우이자 믿었던 부관의 검이 내 몸을 관통했다.다시 눈을 떴을 땐 적국의 귀족 레이디가 되어있었다.낯설고 연약한 타인의 몸과 잃어버린 3년의 세월, 그 사이에 망해버린 나의 조국.배신의 아픔과 정체성의 혼란으로 정신을 차릴 수가 없었다.그러나 나는 결국 살아가기로 했다. 루시펠라 아이딘으로써, 검을 든 귀족 레이디로서.",fantasy,scroll,758675,https://shared-comic.pstatic.net/thumb/webtoon/758675/thumbnail/thumbnail_IMAG10_6eb1e9a6-c38b-4a88-a81d-8687f99521f1.jpg
245,태백 : 튜토리얼 맨,N,"
9.93
",이난 / 백세,2021.09.17,http://comic.naver.com/webtoon/list?titleId=755559,초보스킬만 Lv.999!자아를 갖게 된 튜토리얼 NPC의 모험기!!,fantasy,scroll,755559,https://shared-comic.pstatic.net/thumb/webtoon/755559/thumbnail/thumbnail_IMAG10_50efe96f-a225-4670-bb33-4d3a5e3a4861.jpg
246,"나태 공자, 노력 천재 되다",N,"
9.93
","doip, 이등별...",2021.09.17,http://comic.naver.com/webtoon/list?titleId=772853,잠을 도피처로 삼아 온 소년 아이른 파레이라.사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다.어느 날 어느 검사의 꿈을 꾸기 전까지는...그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다.,fantasy,scroll,772853,https://shared-comic.pstatic.net/thumb/webtoon/772853/thumbnail/thumbnail_IMAG10_e6351411-f883-4ea9-89f4-1ab98be99351.jpg
247,용왕님의 셰프가 되었습니다,N,"
9.98
","문백경,옥 / 카...",2021.09.20,http://comic.naver.com/webtoon/list?titleId=741449,인당수에 몸을 던진 심청! 귀차니즘 드래곤의 던전에서 깨어나다?사연 많은 귀염뽀짝 몬스터와 맛있는 공생라이프!,fantasy,scroll,741449,https://shared-comic.pstatic.net/thumb/webtoon/741449/thumbnail/thumbnail_IMAG10_df502277-7a70-45ec-a553-b6d466a2e0f5.jpg
248,AI가 세상을 지배한다면,N,"
9.94
",POGO / HO...,2021.09.18,http://comic.naver.com/webtoon/list?titleId=755674,"한국은 최첨단 AI 개발에 성공한다. 그 후 100년, 세상은 AI를 지도자로 맞이한다. 기술 발전의 특이점이 온 세상. 삭막하고도, 기괴한 풍경을 그린 SF 옴니버스.",fantasy,scroll,755674,https://shared-comic.pstatic.net/thumb/webtoon/755674/thumbnail/thumbnail_IMAG10_652574d2-7cf3-4b69-89bf-f32cf74d13c6.jpg
249,3cm 헌터,N,"
9.84
",돌연변이,2021.09.20,http://comic.naver.com/webtoon/list?titleId=733458,"세상 사람들의 몸이 3cm로 줄어들었다. 이제는 고양이, 개미, 청소기 등 일상의 모든 것이 위협인 상황. 믿을 것은 각자에게 주어진 이능력 하나뿐이다.",fantasy,scroll,733458,https://shared-comic.pstatic.net/thumb/webtoon/733458/thumbnail/thumbnail_IMAG10_28672aca-7303-4e2a-8ad3-b14f6c449455.jpg
250,제로게임,N,"
9.97
",즐바센,2021.09.20,http://comic.naver.com/webtoon/list?titleId=676695,죽음을 선택한 사람들의 인생 재건설 서바이벌!2015 대학만화 최강자전 수상작,fantasy,scroll,676695,https://shared-comic.pstatic.net/thumb/webtoon/676695/thumbnail/thumbnail_IMAG10_e908df03-8da8-4ab3-a9de-c9eff525e5ab.jpg
251,공유몽,N,"
9.92
",주신 / 유령선,2021.09.17,http://comic.naver.com/webtoon/list?titleId=729047,자각몽을 뛰어넘은 또 다른 꿈의 세계가 있다면?꿈을 빼앗긴 자들이 모이는 곳,fantasy,scroll,729047,https://shared-comic.pstatic.net/thumb/webtoon/729047/thumbnail/thumbnail_IMAG10_9a8db8ca-3aab-4176-b88f-442344f9d986.jpg
252,왕년엔 용사님,N,"
9.94
",고샤 / 솔렘,2021.09.17,http://comic.naver.com/webtoon/list?titleId=755744,"동네 슈퍼 아줌마 '명옥'에게어딘가 낯익은 불청객이 찾아온다.""뭐?! 마왕을 봉인해달라니, 난 올해로 49살이라고!!""2019 최강자전 대상 수상작!",fantasy,scroll,755744,https://shared-comic.pstatic.net/thumb/webtoon/755744/thumbnail/thumbnail_IMAG10_7e848d16-3de2-4a31-b2f5-db9ab703cabc.jpg
253,마계인섬,N,"
9.65
",초,2021.09.22,http://comic.naver.com/webtoon/list?titleId=766503,"초 작가의 새로운 일상판타지! 10년 전, 대한민국 바다에 갑자기 나타난 ‘마왕의 성’.두려움의 대상이었던 그 곳은 ‘매직랜드’로 불리며 세계적인 테마파크가 된다.인간들의 우려와는 달리, 그곳을 운영하는 마왕 ‘퀴록’과 마족들은 평화로운 공존을 위해 노력하며 살아가고 있다.그러던 어느 날 그들의 평화로운 매직랜드에 변화가 찾아오는데…!",fantasy,scroll,766503,https://shared-comic.pstatic.net/thumb/webtoon/766503/thumbnail/thumbnail_IMAG10_4f8347aa-c69f-4d1f-a294-6d68e2510fd6.jpg
254,시월드 판타지,N,"
9.87
",진돌 / 히디,2021.09.22,http://comic.naver.com/webtoon/list?titleId=753222,"첫 눈에 반한 남편이 악마라니....그리고 시어머니는 마왕?! ㄴ(°0°)ㄱ용사 조라세, 시댁의 '찐' 마왕과 목숨을 건(?) 대결이 시작된다.",fantasy,scroll,753222,https://shared-comic.pstatic.net/thumb/webtoon/753222/thumbnail/thumbnail_IMAG10_c81cfc5e-6a3c-4dc1-9975-42fc87cbff82.jpg
255,버그: 스티그마,N,"
7.52
",해마 / 송지형,2021.09.16,http://comic.naver.com/webtoon/list?titleId=724431,"3차 세계대전이 일어났다!최강의 연금술사와 그로 인해 태어난 초능력자들의 액션 판타지!세상에 생긴 오류 이야기 시즌2, 버그:스티그마",fantasy,scroll,724431,https://shared-comic.pstatic.net/thumb/webtoon/724431/thumbnail/thumbnail_IMAG10_63775b64-b159-44da-9ae4-c708bc23b395.jpg
256,메트로헌터,N,"
9.48
",두엽 / 척준경,2021.09.17,http://comic.naver.com/webtoon/list?titleId=774043,대한민국의 수도인 서울.지하철역 곳곳에서 정체를 알 수 없는 몬스터들이 나타났다.하지만 걱정하지 마라 이 위기에서 당신을 구원해 줄해결사들이 있으니까.우리는 그들을 ‘메트로 헌터’라고 부른다!,fantasy,scroll,774043,https://shared-comic.pstatic.net/thumb/webtoon/774043/thumbnail/thumbnail_IMAG10_d567682a-74b7-48ca-895f-347521d9da4b.jpg
257,롤랑롤랑,N,"
9.98
",자유,2021.09.22,http://comic.naver.com/webtoon/list?titleId=715935,코기 왕자 롤랑과 마녀 루이사의 모험 이야기.베일에 숨겨져 있던 대사제의 과거와 교단의 비밀이 드디어 밝혀지는데...,fantasy,scroll,715935,https://shared-comic.pstatic.net/thumb/webtoon/715935/thumbnail/thumbnail_IMAG10_9b592a70-da0a-4637-8824-0444f9083247.jpg
258,마법사랑해,N,"
9.94
",명랑 / 청설모,2021.09.22,http://comic.naver.com/webtoon/list?titleId=776655,"대륙에서 가장 위대한 마법사 ‘랑데르케셀’.목숨을 희생하여 파멸의 군주 ‘페르샤디스’를 봉인하는데 성공하지만6개의 성물로 나뉘어 봉인되어 있던 마왕이 부활의 움직임을 보이자,600년간의 긴 잠에서 소년 ‘랑해’의 모습으로 깨어나게 되는데...",fantasy,scroll,776655,https://shared-comic.pstatic.net/thumb/webtoon/776655/thumbnail/thumbnail_IMAG10_cb4a0b95-8414-4446-9e7c-f1970955594e.jpg
259,강남도깨비,N,"
9.76
",이경민 / 송준혁,2021.09.18,http://comic.naver.com/webtoon/list?titleId=733728,"전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다.지상 최대 공모전 최우수상 수상작!!",fantasy,scroll,733728,https://shared-comic.pstatic.net/thumb/webtoon/733728/thumbnail/thumbnail_IMAG10_7a59a85d-9d48-4564-8c78-4c96a0be92d9.jpg
260,학교정벌,N,"
9.55
",나락 / 지앤,2021.09.18,http://comic.naver.com/webtoon/list?titleId=739097,"학교는 공부하는 곳이 아니다.학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌!밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.",fantasy,scroll,739097,https://shared-comic.pstatic.net/thumb/webtoon/739097/thumbnail/thumbnail_IMAG10_11ac440f-add3-4120-a2e3-6bcf266f6074.jpg
261,피와 나비,N,"
9.95
",레민,2021.09.16,http://comic.naver.com/webtoon/list?titleId=749633,"어느 날 나타난 정체불명의 괴물 '벌레'와, 그에 맞서는 힘을 가진 '나비'의 아이들.",fantasy,scroll,749633,https://shared-comic.pstatic.net/thumb/webtoon/749633/thumbnail/thumbnail_IMAG10_f634f59e-1714-45cd-a7f6-17853daf80b7.jpg
262,평행도시,N,"
9.95
",고다,2021.09.18,http://comic.naver.com/webtoon/list?titleId=730607,"날 찾아온 또 다른 나..?극악무도한 도플갱어의 습격,그리고 눈 앞에 펼쳐진 끔찍한 평행세계.다시 예전의 삶으로 돌아갈 수 있을까?",fantasy,scroll,730607,https://shared-comic.pstatic.net/thumb/webtoon/730607/thumbnail/thumbnail_IMAG10_92b30f3a-66b8-40cc-9395-7472632437f5.jpg
263,아르세니아의 마법사,N,"
9.88
",박성호 / SAYM,2021.09.18,http://comic.naver.com/webtoon/list?titleId=741458,평범한 고등학생에서 벗어나 레드 드래곤 레이어드에 의해 아르세니아 대륙으로 소환된 이결.집으로 가기 위해서는 마법사가 되어서 드래곤 하트 조각을 모아야만 한다!마법사가 되어버린 고등학생 이결은 새로운 동료들과 함께 아르세니아 대륙 모험을 시작한다!,fantasy,scroll,741458,https://shared-comic.pstatic.net/thumb/webtoon/741458/thumbnail/thumbnail_IMAG10_4f4d207d-6c08-4393-8f44-e7e9c1d02618.jpg
264,최후의 금빛아이,N,"
9.92
",알깨 / 새몽,2021.09.19,http://comic.naver.com/webtoon/list?titleId=772734,"언니의 생일날, 이 세계를 지배하는 신에 의해 모든 것을 잃은 소녀 록시.자신이 신들의 먹이에 불과하다는 충격적인 진실을 알게 된다.록시는 심장만 있으면 언니를 되살릴 수 있다는 말을 믿고 험난한 여행을 떠난다.그러나 곧 그녀를 뒤쫓는 자들과 감당할 수 없는 적들이 나타나는데...록시는 앞을 막아서는 그들을 물리치고 과연 언니를 되살릴 수 있을까?",fantasy,scroll,772734,https://shared-comic.pstatic.net/thumb/webtoon/772734/thumbnail/thumbnail_IMAG10_37fe38e8-2009-423a-8ccf-6971616c6e66.jpg
265,기계증식증,N,"
9.87
",홍작가,2021.09.20,http://comic.naver.com/webtoon/list?titleId=774504,"고등학교 골키퍼 유망주였던 영기는 교통사고로 팔을 잃게 되고, SC 바이오의 임상실험에 참가하여 의수를 이식받는다.그러던 어느 날, 세상에 '기계증식증'이라는 바이러스가 퍼지고 정체를 알 수 없는 존재들이 영기를 쫓기 시작한다.위기의 순간, 의문의 여성 그를 구해주고 영기는 그녀에게 이 모든 사태의 진실을 알게 되는데...",fantasy,scroll,774504,https://shared-comic.pstatic.net/thumb/webtoon/774504/thumbnail/thumbnail_IMAG10_d149ad42-763d-49ce-8e68-2acea9e6f76a.jpg
266,숲속의 담,N,"
9.98
",다홍,2021.09.20,http://comic.naver.com/webtoon/list?titleId=738145,어느 순간부터 성장이 멈춘 '담'은사람들을 피해 숲속으로 떠난다.,fantasy,scroll,738145,https://shared-comic.pstatic.net/thumb/webtoon/738145/thumbnail/thumbnail_IMAG10_7c33c185-5110-4c83-9f42-ad2a6951c359.jpg
267,수요웹툰의 나강림,N,"
9.67
",이경민 / 송준혁,2021.09.21,http://comic.naver.com/webtoon/list?titleId=771718,"평소 웹툰을 즐겨보는 고등학생 나강림. 어느날 그의 눈앞에 웹툰 속에서 봤던 여주인공이 나타나는 기이한 일이 펼쳐진다.심지어 웹툰에서와 똑같은 사건이 그녀를 위기로 몰아넣는데,문제는 그 사건으로부터 그녀를 구해줄 주인공이 현실에는 없다는 것!결국 나강림은 주인공 역할을 대신하여 그녀들을 구하기 위해 시간을 반복하며 구른다.",fantasy,scroll,771718,https://shared-comic.pstatic.net/thumb/webtoon/771718/thumbnail/thumbnail_IMAG10_93453b20-70be-4431-adf0-5caaa15b57bb.jpg
268,오파츠,N,"
9.66
",성진 / 부겸,2021.09.20,http://comic.naver.com/webtoon/list?titleId=744381,"이 세상에 존재할 수 없는 물건인 ‘오파츠’를 소유한 이들. 그들이 살아가는 세상인 경계의 밖(Out), 그곳에서 일어난 수많은 특별한 이야기.",fantasy,scroll,744381,https://shared-comic.pstatic.net/thumb/webtoon/744381/thumbnail/thumbnail_IMAG10_cf7bf35e-2622-4dbe-b20a-17bf380fc2c1.jpg
269,잉여특공대,N,"
9.77
",물꾹 / 찰떡,2021.09.18,http://comic.naver.com/webtoon/list?titleId=740387,뽀짝이 특공대원들의 슈퍼히어로맨스!,fantasy,scroll,740387,https://shared-comic.pstatic.net/thumb/webtoon/740387/thumbnail/thumbnail_IMAG10_ba41faf0-0bb2-4330-bd38-120c1d29f373.jpg
270,럭키언럭키,Y,"
9.96
",가천가,2021.08.24,http://comic.naver.com/webtoon/list?titleId=736281,"평범하게 살아왔던 안녹희, 알고보니 행운 초능력자였다?!어쩌다보니 초능력학교 전교 1등까지 해버리고...다시 평범해지고픈 안녹희의 고군분투 고교생활",fantasy,scroll,736281,https://shared-comic.pstatic.net/thumb/webtoon/736281/thumbnail/thumbnail_IMAG10_713c672a-2b8d-453f-b1aa-7d3ca9df5162.jpg
271,겟라이프,N,"
9.88
",MOOHAK,2021.09.22,http://comic.naver.com/webtoon/list?titleId=733076,"그 것은... 소년들을 빛나게 하기도, 고통스럽게 하기도 하였다.축복과 혼돈의 힘 '라이프'! 이를 둘러싼 음모와 대전쟁의 시작.",fantasy,scroll,733076,https://shared-comic.pstatic.net/thumb/webtoon/733076/thumbnail/thumbnail_IMAG10_ef245f1b-680c-4aba-b6bb-e31902e4c2b9.jpg
272,전설의 화석,N,"
9.81
",청종 / 아뷰,2021.09.18,http://comic.naver.com/webtoon/list?titleId=773473,"3년 간의 고생 끝에 북부의 마왕을 쓰러뜨리고 집에 돌아온 애쉴리 루테.하지만 언니 카넬리언의 명령으로 로지나 아카데미에 복학하게 된다.최대한 평범하고 조용하게 아카데미 생활을 마무리하려 하지만, 그녀는 이미 유일무이한 복학생으로 유명해져있었다. 게다가 제 2황자 루크와 공작가 영애 벨로크가 애쉴리에게 접근하면서 새내기들의 이목은 더욱 더 집중되는데... '전설의 화석' 애쉴리는 풋풋한 새내기들 사이에서 무사히 졸업 할 수 있을까?",fantasy,scroll,773473,https://shared-comic.pstatic.net/thumb/webtoon/773473/thumbnail/thumbnail_IMAG10_5240b6b2-52a0-433b-ac9a-d56152107f66.jpg
273,데빌샷,N,"
9.96
",CTK,2021.09.18,http://comic.naver.com/webtoon/list?titleId=753842,"죽음을 마주한 순간,지하세계의 왕과 계약했다.",fantasy,scroll,753842,https://shared-comic.pstatic.net/thumb/webtoon/753842/thumbnail/thumbnail_IMAG10_e3670e7b-6bde-42d5-99f6-d971b30c6e3f.jpg
274,백호랑,N,"
9.94
",박혬,2021.09.19,http://comic.naver.com/webtoon/list?titleId=745654,모든 것이 완벽해 보이는 지룡은 비밀스런 동거 중!사촌동생이자 고양이이자 수호자인 소년은 바로 서쪽의 신수 백호였다!과거의 죄를 씻기 위해 인간계에서 하늘의 심부름을 수행인 백호랑과 그에게 엮인 지룡의 스펙타클한 일상,fantasy,scroll,745654,https://shared-comic.pstatic.net/thumb/webtoon/745654/thumbnail/thumbnail_IMAG10_791e7b17-10c6-46f1-ad8c-653d090fd168.jpg
