commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
17097753,60516,노인의 집 40화 등교 준비 (5),이새별,197,0,2019-01-02 01:04:03,아 왜요 진짜 왱해왱 ㅠㅠㅠㅠㅠㅜㅜㅜㅜ 분명 이유가 있었을거지만...  넘 안타까운 장면이라 ㅜㅜㅜㅜ,True
17099316,60516,노인의 집 40화 등교 준비 (5),STORM,164,2,2019-01-02 15:23:23,첫날부터 이런 갑작스런 전개는 너무 마음이 아프네요.. ㅠㅠ 주인공이랑 할아버님이 힘들지않게 잘 넘어갔으면 좋겠네요.,True
17099437,60516,노인의 집 40화 등교 준비 (5),최상기,115,0,2019-01-02 16:21:21,오자마자 사고쳤는데?,True
17298354,60516,노인의 집 40화 등교 준비 (5),소망하는자,103,0,2019-01-30 00:21:05,"할아버지 모욕했을 것 같은데..,ㅠㅠ",True
17098827,60516,노인의 집 40화 등교 준비 (5),도래여울,61,0,2019-01-02 11:18:36,"야, 잠시만... 아직 교장쌤이랑 말도 다 안 끝냈는데 이게 무슨 일이야? 아직 등교도 안 했는데...ㅜㅜ",True
17097457,60516,노인의 집 40화 등교 준비 (5),혐주유진봐라,41,0,2019-01-02 00:27:35,뭔일이야 이게 ㅠ,True
17101683,60516,노인의 집 40화 등교 준비 (5),김유선,30,0,2019-01-03 09:54:56,고아라고 놀리지않았을까요?,True
17097428,60516,노인의 집 40화 등교 준비 (5),기니,24,0,2019-01-02 00:25:15,음 작가님 왜 이렇게 ㅠ ㅠ,True
17103776,60516,노인의 집 40화 등교 준비 (5),츄,19,0,2019-01-04 01:37:15,이게 무슨 !! ㅜㅜ?!,True
17097191,60516,노인의 집 40화 등교 준비 (5),기억의집,17,0,2019-01-02 00:09:54,아 왜? 갑자기 왜? 첫날부터..ㅠㅠ,True
17300335,60516,노인의 집 40화 등교 준비 (5),이영귤귤,15,0,2019-01-30 10:37:03,할아버지모욕이든 뭐든 저 각목으로 애머리 패는건 너무위험한데? 맞은애가 먼저 흉기들고 위협한거아니면 저거는 학폭정도가 아니라 경찰불러내할듯...,True
