commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
14669004,41715,티라레 티라레 13화,Tear Drops,186,1,2017-03-31 03:26:21,"너무 좋아요 새벽에 몰아서 봤어요
시원시원하다못해 냉혹하게 대한민국현주소를 보여주네요. 자살이란 민감한주제관련임에도 불구하고 질질짜게하는 형식도 아닌게 더 맘에듭니다. 첫 구조자시점 즉 3인칭이라 남일보듯 담담하면서도 대사 하나하나가 무게감있네요. 첨엔 그림체에 홀려왔고 병맛툰인줄 알았다가 정말 괜찮은웹툰하나 찾게되어 기뻐요. 응원할게요 작가님ㅎ",True
14651000,41715,티라레 티라레 13화,강동희,155,3,2017-03-26 14:20:38,여주가 너무 시원시원해서 결제를 안 할 수가 없다,True
14697740,41715,티라레 티라레 13화,탱그르르,140,2,2017-04-08 01:47:34,"&#x27;괴물을 벌하기 위해, 괴물이 되어버린 자는 살인을 하고, 사람으로 남길 바란 자는 자살을 택한다고..&#x27;
나의 사소한 실수가 누군가를 괴물로 만들고 있지는 않은지..자살로 내몰고 있진 않은지..
되돌아 보게 됩니다!
그 와중에도 원숭이와 곰의 모습에 웃네요!
",True
14643060,41715,티라레 티라레 13화,애정어린시선,77,2,2017-03-24 09:39:14,"뭐랄까..
의미심장한 대사에 마음이 아프네요..

누구의 꿈을 아이들이 꾸고 있는건지..

안그래도 출산율 최저국가인 이나라에서..아이들의 꿈을 앗아가 버리는게..아이의 부모라는게..참 잔인한거 같네요..
난 그런 부모가 되지 말아야 겠다는 생각..",True
14717369,41715,티라레 티라레 13화,고양이,73,0,2017-04-14 07:48:24,곰 모습인데도 평소랑 똑같이 차려 입고 다리 꼬고 솜사탕 먹는 게 왜 이리 웃긴가요ㅋㅋㅋㅋ 곰한테도 자연스럽게 아가씨 아가씨 하는 것도 웃기곸ㅋㅋㅋ 여주 너무 매력있어요,True
14716042,41715,티라레 티라레 13화,사랑의시작,40,2,2017-04-14 00:27:56,뻔한것같은 뻔하지않은 스토리,True
14715974,41715,티라레 티라레 13화,ㅇ ㅔ 횻,32,1,2017-04-14 00:20:52,K씨 대사도 의미심장한데 30분마다 한명씩 ㅠ 작가님 웹툰의도가 느껴져요. 잘 보구 있습니다,True
14716313,41715,티라레 티라레 13화,째리,20,3,2017-04-14 00:55:28,댓글이 너무 없네요 잘 보고있어요 작가님 여주 성격 엄청 맘에드네요 ㅋㅋㅋㅋㅋ,True
14716257,41715,티라레 티라레 13화,sarasa,20,1,2017-04-14 00:50:17,정말 좋은 작품인듯. 인기가 더 많았으면 하는데 아쉽네요.,True
14694509,41715,티라레 티라레 13화,하늘한번,16,2,2017-04-07 08:36:10,결제 한번만 하려다가 다음것도 또 결제할듯요ㅋㅋ 작가님 넘 잼나요,True
14717742,41715,티라레 티라레 13화,레이,14,1,2017-04-14 09:37:05,아유 곰일때가 더 귀여우시네요. 그나저나 하고많은 동물중에 곰인건 단군신화때문인가요. 곰만 고통을 인내하고 사람이 되었으니,True
14718865,41715,티라레 티라레 13화,-,11,0,2017-04-14 16:29:34,여주 하는 말이며 행동 하나하나가 사이다를 트럭으로 쏟아붓네 ,True
14717173,41715,티라레 티라레 13화,8_8,11,2,2017-04-14 05:11:57,"저 박사님이 마스터 옆에서 더욱 많은 사람들에게 희망을 안겨주고,  다른 사람들의 아픔에 전혀 공감하지 못하던 마스터에게도 많은 깨달음을 주겠죠..? 현실에서도 다른 사람의 아픔에 돌 던지는 사람이 없어야할텐데...",False
14717883,41715,티라레 티라레 13화,황윤정,8,0,2017-04-14 10:18:55,꿈에 대한 대사를 보고 위로가 되었어요 ㅠㅠㅠㅠㅠ작가님 최고 ㅠㅠ,False
14717332,41715,티라레 티라레 13화,PENNY,8,0,2017-04-14 07:35:08,자살에 관한 멋진 해석입니다.,False
14718445,41715,티라레 티라레 13화,블루문,7,0,2017-04-14 13:46:46,진짜 재밌어~~~   여주매력덩어리~  작가님 화이팅!!!!!,False
14716032,41715,티라레 티라레 13화,비타민,6,0,2017-04-14 00:26:41,"이 작품에서 희망을 봅니다.
",False
14722472,41715,티라레 티라레 13화,심승희,4,0,2017-04-15 15:20:40,첨엔 이게 뭐지? 했는데 알고보니 명작이었네요!! 지난 화랑 이번화 정말 감동입니다. 자살 사회에 대한 정확한 표현같네요. 계속 기대합니다,False
14717565,41715,티라레 티라레 13화,꼬막3개,3,0,2017-04-14 08:50:38,"최고의 웹툰, 추천합니다",False
14718238,41715,티라레 티라레 13화,김성진,2,1,2017-04-14 12:21:43,한예슬이 보이네~~,False
16686341,41715,티라레 티라레 13화,ssemi,0,0,2018-09-01 20:07:50,곰 모습으로 다리 꼬고 있는 씬.. 너무 귀여워요 ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋ 스토리 전개가 예측을 못하겠어요 너무 흥미진진해요 ~~~,False
15675105,41715,티라레 티라레 13화,극진맨,0,0,2017-12-30 01:17:52,또 다음 이런 작품을 건졌다..네이버보다 훨 낫다.,False
15442823,41715,티라레 티라레 13화,고윤희,0,0,2017-10-22 19:43:44,도혜 곰으로 변한주제에 당당하게 치마입고 놀이공원에서 솜사탕먹는거 너무 귀여워ㅠㅠㅠ 크윽,False
14936825,41715,티라레 티라레 13화,chanee,0,0,2017-06-13 17:50:28,이번 화는 가볍게 넘어가나 했는데 마지막에 반전이....,False
14929607,41715,티라레 티라레 13화,물오른참치,0,0,2017-06-11 22:47:13,작가님이 자살자실태에대해 생각많이하시구 작품만드신거같아요 잘보고있습니다!,False
14791373,41715,티라레 티라레 13화,이유빈,0,0,2017-05-05 23:01:45,댓글왜케적냐,False
