commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
14446754,40821,징크스의 연인 8화,Anastasia,2669,41,2017-01-31 00:10:55,수 광 베스트 할때 소름이 쫙~~,True
14446801,40821,징크스의 연인 8화,lllllll,2196,30,2017-01-31 00:14:24,넘나 재미지는데 이후에 수광이는 불행이 보따리만큼 쌓인다,True
14446777,40821,징크스의 연인 8화,으앙,1253,12,2017-01-31 00:12:12,"이거 보려고 기다렸다ㅡ!
수광이 겁나 설레♥",True
14446974,40821,징크스의 연인 8화,해피스마일,1186,20,2017-01-31 00:33:35,수광베스트♡ 그냥 왕자님 너해~~,True
14448787,40821,징크스의 연인 8화,구운 감자,638,63,2017-01-31 15:53:25,다음주에 군대가서 처음으로 결제하고 보고 갑니다ㅠㅠ,True
14447034,40821,징크스의 연인 8화,김유정,476,31,2017-01-31 00:43:19,넌 나의 (수)광자님....💕⭐️,True
14447749,40821,징크스의 연인 8화,이지아,385,10,2017-01-31 06:31:29,아진짜ㅠㅠ 수광이 잘됬음좋겠다,True
14471601,40821,징크스의 연인 8화,KING,352,11,2017-02-06 00:06:16,와 설레ㅠㅠㅠㅠ 둘이 떨어지면 수광이가 불행해지는건가ㅠㅠ,True
14446781,40821,징크스의 연인 8화,최형규,247,11,2017-01-31 00:12:39,아 진정이 안되네 ㅎㅎ,True
14446700,40821,징크스의 연인 8화,여신님,223,9,2017-01-31 00:06:46,헉..설레,True
14447275,40821,징크스의 연인 8화,원정빈,184,7,2017-01-31 01:39:48,"왕자님이네 진짜....
",True
14448218,40821,징크스의 연인 8화,닉네임,153,10,2017-01-31 11:08:01,다음화가 너무기다려진다 ㅜㅜ수광아ㅜㅠㅠㅠ,True
14447390,40821,징크스의 연인 8화,가련이,135,1,2017-01-31 02:08:32,짱😍,True
14448345,40821,징크스의 연인 8화,조솨,125,8,2017-01-31 11:57:00,아 스윗하다 왕자님과 슬비 커플 탄생,True
14476566,40821,징크스의 연인 8화,쟁,92,3,2017-02-07 01:29:18,헠..넘나설레는것,True
14480150,40821,징크스의 연인 8화,lucky,81,3,2017-02-08 00:35:31,자꾸자꾸자꾸 결제의 늪에.. ㅎㅎㅎㅎ 귀여워여 둘다 므흣므흣,True
14506363,40821,징크스의 연인 8화,김나현,73,5,2017-02-14 10:57:03,미쳤어미쳤어...겁나설레...,True
14476152,40821,징크스의 연인 8화,BongBongy,55,8,2017-02-07 00:35:05,자꾸결재하네 ,True
14447166,40821,징크스의 연인 8화,오리온,28,107,2017-01-31 01:09:03,이대로 둘다 사고나서 떨어져서 사망해라 커플지옥 만년솔로 만세ㅠ!!,False
14533287,40821,징크스의 연인 8화,도래여울,9,0,2017-02-21 12:27:02,슬비가 수광이 곁에 있으면 운이 펑펑 솟아나고 슬비가 수광이 옆에서 떨어지면 그마저 있던 운도 다 떨어져 나가나 보네요. ㄷㄷㄷ,False
14532306,40821,징크스의 연인 8화,김예지,7,0,2017-02-21 03:08:31,"수광베스트가 왜 소름이죠,,,?",False
14532978,40821,징크스의 연인 8화,로라짱,6,0,2017-02-21 10:48:01,앜&gt;&lt;작가님 아이디어 넘 좋다잉~~ 보면서 기분좋아하며 봤네잉ㅋㅋ,False
14532003,40821,징크스의 연인 8화,이채현,5,0,2017-02-21 01:30:36,ㅅ..심쿵....,False
14479395,40821,징크스의 연인 8화,아침이슬,5,0,2017-02-07 23:29:43,"개설레네. ♡♡
왕자님...^^",False
14452905,40821,징크스의 연인 8화,한다래,5,0,2017-02-01 16:36:11,미리보기를 더 내놓아라!!! 쾅쾅!! 내놓아라!!!!! ,False
14533182,40821,징크스의 연인 8화,오르골수녀,4,0,2017-02-21 11:57:37,수광이 너무 설레요ㅠㅠㅠㅠㅠㅠ저러니까 슬비가 좋아하지ㅠㅠㅠㅠㅠㅠㅠ,False
14532922,40821,징크스의 연인 8화,000,4,0,2017-02-21 10:23:37,오늘 이후로 프롤로그처럼 공수광은 불운의 ㅇr ㅇㅣ 콘이 된ㄷr...z,False
14532847,40821,징크스의 연인 8화,김현지,4,1,2017-02-21 09:55:05,너무 설랜다.....&gt;&lt;,False
14532692,40821,징크스의 연인 8화,Johovah-Nissi,4,0,2017-02-21 08:51:28,저는 보면 볼수록 안타깝고 무섭고 그러네요..ㅠㅠ 갇혀서 지내야 하고;;,False
16446083,40821,징크스의 연인 8화,이은성,3,0,2018-06-26 11:29:39,캬 왕자님 드립 아무나 못 치는데 찰떡이네,False
14558104,40821,징크스의 연인 8화,또라에몽,3,0,2017-02-27 21:42:28,헐 대박 이렇게 재밌는걸.....저런 순간만 계속 됬으면 좋겠는데 어떻게 들키려나...^^,False
14534545,40821,징크스의 연인 8화,보노보노,3,2,2017-02-21 21:38:25,저거 애기가 미래를보고 혹시 죽는거 아닌가요..? 그래서 나중에 운이 안좋아져서 대학도 못가고 ...,False
14532678,40821,징크스의 연인 8화,대문밖을나갔더니대문밖에없다,3,0,2017-02-21 08:44:18,수광이 쏘 스윗ㅠㅠㅠㅠ,False
14532433,40821,징크스의 연인 8화,뮤직리스너,3,0,2017-02-21 04:47:31,무슨 드라마보는것 같다. 시크릿 가든 볼때 생각나네,False
14531887,40821,징크스의 연인 8화,꾸꾸까까,3,0,2017-02-21 01:10:31,수광이 차가운척하면서 배려 짱이다😍,False
14531817,40821,징크스의 연인 8화,규민,3,0,2017-02-21 01:00:30,수광아 복권 사,False
14478188,40821,징크스의 연인 8화,뚜룩,3,0,2017-02-07 13:41:10,헝ㅜㅜㅜ돈다썼다,False
14450902,40821,징크스의 연인 8화,은지,3,0,2017-02-01 01:44:06,말이안나온다이웹툰미쳤다,False
14448258,40821,징크스의 연인 8화,김현지,3,2,2017-01-31 11:21:42,이거먼가설레는데 아청법...//,False
