commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
10132076,30570,홍도 21화,빌로링,513,20,2015-05-02 00:15:10,겁나 이 만화는 그림체가 한 번 보고 지나치기엔 아까워서 몇 번이고 다시 올려서 보게 된다 꿀잼 겁나 재미져요 작가님 손이 금손이셔요,True
6421951,30570,홍도 21화,Tell,397,13,2015-05-02 03:03:03,그림이 개성쩔고 일단 세계관 자체가 마음에 너무 든다 과하게 든다 여자 남자 가리지 않고 공평하게 너무 잘그리신다 자까님 사라해!!,True
3507278,30570,홍도 21화,김현수,85,4,2015-05-02 00:31:01,늑대씨가 주인공같아,True
9117600,30570,홍도 21화,칼라덩,71,1,2015-05-02 00:17:27,그림체존좋,True
12121443,30570,홍도 21화,최영현,61,8,2015-05-02 02:10:03,"솔직히 홍도 몇년째보고있는건지 ..
다음 이새키들 진작 모셨음 애휴 답답한넘들",True
2094812,30570,홍도 21화,K지노,37,1,2015-05-02 01:01:10,이야 퀄리티 보소,True
1345461,30570,홍도 21화,장계분,30,1,2015-05-02 00:27:42,잡아가지마 착한애야 ㅠㅠ,True
7261815,30570,홍도 21화,정보영,28,2,2015-05-07 13:40:17,"드디어 기다리던 댓글쓴다

빡시게 기다려다 홍도
러브라인 절대금지 
홍도  총각으로 늙게 해주세요",True
2624453,30570,홍도 21화,권용진,22,2,2015-05-02 16:19:55,다음 만화에 네이버카페의 패기,True
2536489,30570,홍도 21화,아르티어스,18,1,2015-05-02 08:05:43,아 진짜 작가님ㅠㅠ시즌 1보다 배경이 들어간 컷이랑 인물들 전신샷이 더 많아진 것 같아요 덕분에 작가님의 매력적인 그림체를(???) 더 잘 느낄 수 있어서 너무너무 좋습니다... 팬카페가 개설되었다니 가입할께요ㅋㅋㅋㅋㅋㅋㅋㅋ,True
9691196,30570,홍도 21화,김민철,16,0,2015-05-02 21:30:41,물뱀보고싶다,True
4655841,30570,홍도 21화,길이,15,5,2015-05-03 14:52:17,"....카페는 좋은데 다음에 카페를 만들시길..
다음웹툰인데 ㅋㅋ 왠 네이버..",False
2580590,30570,홍도 21화,코발트블루,12,3,2015-05-02 10:24:33,"이거 애니화 하면 ... 우리나라에서는 망하겠죠.. ?
애니화 하면 대박일듯.. 
작가님  일본 작가들 처럼.. 몇년 몇십년 연재해주세요~~ ",False
5009353,30570,홍도 21화,Wise_stunning,12,1,2015-05-02 02:36:35,아...다음화...어서,True
4301754,30570,홍도 21화,ziss,12,2,2015-05-02 00:46:02,쟤 홍도 찾으러 왔다가 온갖 고생을 다하는 불쌍한애야.~잡아가지마~~,False
