commentId,articleId,subject,daumName,recommendCount,disagreeCount,regDate,content,isBest
18205653,73043,과격자매단 시즌2 18. 판도라의 상자,배고파,3265,252,2019-09-01 23:27:44,떼잉쯧....남자가 조신하지못하게....,True
18206024,73043,과격자매단 시즌2 18. 판도라의 상자,-,2728,107,2019-09-02 00:21:22,이야 꽃뱀새끼...,True
18205995,73043,과격자매단 시즌2 18. 판도라의 상자,해달별,1231,17,2019-09-02 00:17:27,와~~~~처음부터 촉이 오긴 했지만 진짜 이럴줄을 몰랐네요 바쉬님도 엄청 설레여서 진심 잘됐으면 했는데 이 세상 욕을 다 퍼부어줘도 시원찮네요~~~~아오 뒷골 땡기고 피가 거꾸로 솟네요 아주~^^멀정한 손님 꼬셔서 영업 마진보고 연애감정 느끼고 아주 홀랑 배껴먹으려 했구나 방울뱀아~~~미리 알아서 정말 다행이네요 타토님 짱! 다음화에 어떤 변명을 늘어놓으며 뭐라고할지 바쉬님이 상처받지 않길 바라요,True
18205871,73043,과격자매단 시즌2 18. 판도라의 상자,장우영,722,73,2019-09-02 00:00:29,사진에 여친태그 해놨겠지 ? 그거 보고 메세지 보내서 이런 일이 있었다고 여친 불러온거면 좋겠다,True
18205107,73043,과격자매단 시즌2 18. 판도라의 상자,매료,546,8,2019-09-01 22:24:21,우리 바쉬님 짜란다짜란다~~~~,True
18357506,73043,과격자매단 시즌2 18. 판도라의 상자,햄,406,6,2019-10-13 22:57:31,"하 근데 예상되는 결말이긴 했어요... 매너 좋은듯 사람 대하는게 자연스럽고 얼굴까지 갖춰진 남자들 대부분은 진짜 선수라서 어장질에 능숙할뿐인 ㅋㅋㅋㅋㅋ 그들의 대단한 점은 진짜 상대가 좋아할만한 행동, 말 패턴등을 정확히 꿰고 그대로 시행한다는 점이에요... 가끔 엥 뭐지? 싶은 부분이 캐치되어도 에이 평소엔 안그런 사람이었는데 설마. 이런 사람들.... 원래 그런사람이더라고요 ㅎ

어떻게 알았냐고요?
저도 알고싶지 않았어요.",True
18205078,73043,과격자매단 시즌2 18. 판도라의 상자,장준수,253,5,2019-09-01 22:21:13,이 정도면 끊는 게 아침드라마급 아닙니끄아아ㅠㅜ,True
18204955,73043,과격자매단 시즌2 18. 판도라의 상자,잘나갔던초아,229,10,2019-09-01 22:12:40,"이보시오 !! 미리보기의 미리보기를 주시오 !! 이러는게 어딨소 !! 월급9일 전이지만 충전만땅했다오 꺼이꺼이 ㅠㅠ
그전에 저노무새기 마  남의 눈에 눈물뽑고 상처주는거아녀 남자던여자던 퉷",True
18205811,73043,과격자매단 시즌2 18. 판도라의 상자,레닐,165,12,2019-09-01 23:53:20,누나 이럴꺼면 미리보기를 두개씩은 만들어주세요 아시겠어요? 아.시.겠.냐.구.요!,True
18204906,73043,과격자매단 시즌2 18. 판도라의 상자,스리라챠,144,3,2019-09-01 22:09:53,"아앗,,, 점점 더 끊으시는 부분이 절묘해지고 있으셔요ㅋㅋㅋㅋ큐ㅠㅠㅠㅠ",True
18205201,73043,과격자매단 시즌2 18. 판도라의 상자,슝슝,133,4,2019-09-01 22:32:34,바텐더 이놈자식..?🤔 그리고 존재 자체가 든든하단거 넘 좋아요 언제나 내편! 언니있는 동생이라 공감이에요,True
18357516,73043,과격자매단 시즌2 18. 판도라의 상자,응별,128,2,2019-10-13 22:59:30,방울뱀이 으디서ㅓ,True
18357642,73043,과격자매단 시즌2 18. 판도라의 상자,tarory,113,15,2019-10-13 23:27:52,남자가 으델....!!!! sns를 하다니...!!,True
18205641,73043,과격자매단 시즌2 18. 판도라의 상자,메롱,69,2,2019-09-01 23:25:38,"쓰레기네.... 하... 
바쉬님 덕분에 월요병 치유하고 가요❤️",True
18336593,73043,과격자매단 시즌2 18. 판도라의 상자,명란,60,0,2019-10-07 01:50:01,...직업에 편견 안가지려고 해도.. 외적 묘사에 편견 안가지려고 해도... 바쉬님이 처음으로 남자사람에 대한 묘사(?)을 하셔서... 기대했는데......정말 나쁜새키네요......,True
18205755,73043,과격자매단 시즌2 18. 판도라의 상자,스므스-_-v,55,1,2019-09-01 23:44:12,주1회 연재시면서 끊는 시점이 저번주부터 너무 살인적입니다 ㅠㅠㅠ,True
18358070,73043,과격자매단 시즌2 18. 판도라의 상자,fem,54,4,2019-10-14 01:10:36,역시 그럴 줄 알았다 방울뱀 조심 ^^,True
18206206,73043,과격자매단 시즌2 18. 판도라의 상자,Joon,44,135,2019-09-02 00:55:20,여자는 여자가 봐야 재대로 보고 남자는 남자가 봐야 재대로 본다는 말이 괜히 있는게 아닌듯.. 여자분들은 모르는 남자가 들이댄다 싶을땐 가까운 남사친한테 한번 어떤지 물어보세요 선수인거같다 달콤한말로 꼬리치면서 작업거는거같다 이정도는 알 수 있습니다,False
18205683,73043,과격자매단 시즌2 18. 판도라의 상자,재방송,41,5,2019-09-01 23:32:18,"되게 뭔가 가게나 사람에 대해 좀 구체적으로 나와서 나쁜일은 아닐줄 알았는데, 설마했는데",True
18205766,73043,과격자매단 시즌2 18. 판도라의 상자,처음만든거,39,4,2019-09-01 23:45:18,제발 사이다...제발 사이다... ㅠㅠ,True
